SYMBOL,STOCK,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
ADVENZYMES,ADVENZYMES.NS,Advanced Enzyme Technologies Limited,EQ,1-Aug-16,2,1,INE837H01020,2
AEGISCHEM,AEGISCHEM.NS,Aegis Logistics Limited,EQ,3-Apr-96,1,1,INE208C01025,1
AETHER,AETHER.NS,Aether Industries Limited,EQ,3-Jun-22,10,1,INE0BWX01014,10
AFFLE,AFFLE.NS,Affle (India) Limited,EQ,8-Aug-19,2,1,INE00WC01027,2
AGARIND,AGARIND.NS,Agarwal Industrial Corporation Limited,EQ,26-May-14,10,1,INE204E01012,10
AGI,AGI.NS,AGI Greenpac Limited,EQ,31-May-00,2,1,INE415A01038,2
AGRITECH,AGRITECH.NS,Agri-Tech (India) Limited,EQ,28-Jan-14,10,1,INE449G01018,10
AGROPHOS,AGROPHOS.NS,Agro Phos India Limited,EQ,8-Mar-19,10,1,INE740V01019,10
AGSTRA,AGSTRA.NS,AGS Transact Technologies Limited,EQ,31-Jan-22,10,1,INE583L01014,10
AHL,AHL.NS,Abans Holdings Limited,EQ,23-Dec-22,2,1,INE00ZE01026,2
AHLADA,AHLADA.NS,Ahlada Engineers Limited,EQ,28-Jan-21,10,1,INE00PV01013,10
AHLEAST,AHLEAST.NS,Asian Hotels (East) Limited,EQ,11-Aug-10,10,1,INE926K01017,10
AHLUCONT,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,EQ,14-Dec-09,2,1,INE758C01029,2
AIAENG,AIAENG.NS,AIA Engineering Limited,EQ,14-Dec-05,2,1,INE212H01026,2
AIRAN,AIRAN.NS,Airan Limited,EQ,3-May-19,2,1,INE645W01026,2
AIROLAM,AIROLAM.NS,Airo Lam limited,EQ,13-Oct-21,10,1,INE801L01010,10
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharma Limited,EQ,29-May-00,2,1,INE031B01049,2
AJMERA,AJMERA.NS,Ajmera Realty & Infra India Limited,EQ,16-Jun-09,10,1,INE298G01027,10
AJOONI,AJOONI.NS,Ajooni Biotech Limited,BE,7-May-21,2,1,INE820Y01021,2
AKASH,AKASH.NS,Akash Infra-Projects Limited,EQ,11-Oct-19,10,1,INE737W01013,10
AKG,AKG.NS,Akg Exim Limited,BE,16-Feb-21,10,1,INE00Y801016,10
AKI,AKI.NS,AKI India Limited,BE,6-Apr-23,10,1,INE642Z01018,10
AKSHAR,AKSHAR.NS,Akshar Spintex Limited,BE,23-May-22,10,1,INE256Z01017,10
AKSHARCHEM,AKSHARCHEM.NS,AksharChem India Limited,EQ,28-Mar-17,10,1,INE542B01011,10
AKSHOPTFBR,AKSHOPTFBR.NS,Aksh Optifibre Limited,EQ,18-Aug-00,5,1,INE523B01011,5
AKZOINDIA,AKZOINDIA.NS,Akzo Nobel India Limited,EQ,28-Jun-01,10,1,INE133A01011,10
ALANKIT,ALANKIT.NS,Alankit Limited,EQ,30-Jun-15,1,1,INE914E01040,1
ALBERTDAVD,ALBERTDAVD.NS,Albert David Limited,EQ,14-Jun-16,10,1,INE155C01010,10
ALEMBICLTD,ALEMBICLTD.NS,Alembic Limited,EQ,22-Sep-99,2,1,INE426A01027,2
ALICON,ALICON.NS,Alicon Castalloy Limited,EQ,29-Sep-06,5,1,INE062D01024,5
ALKALI,ALKALI.NS,Alkali Metals Limited,EQ,6-Nov-08,10,1,INE773I01017,10
ALKEM,ALKEM.NS,Alkem Laboratories Limited,EQ,23-Dec-15,2,1,INE540L01014,2
ALKYLAMINE,ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,EQ,26-Nov-07,2,1,INE150B01039,2
ALLCARGO,ALLCARGO.NS,Allcargo Logistics Limited,EQ,23-Jun-06,2,1,INE418H01029,2
ALLSEC,ALLSEC.NS,Allsec Technologies Limited,EQ,9-May-05,10,1,INE835G01018,10
ALMONDZ,ALMONDZ.NS,Almondz Global Securities Limited,EQ,16-Jun-08,6,1,INE326B01027,6
ALOKINDS,ALOKINDS.NS,Alok Industries Limited,EQ,19-Feb-20,1,1,INE270A01029,1
ALPA,ALPA.NS,Alpa Laboratories Limited,EQ,6-Aug-07,10,1,INE385I01010,10
ALPHAGEO,ALPHAGEO.NS,Alphageo (India) Limited,EQ,11-May-07,10,1,INE137C01018,10
ALPSINDUS,ALPSINDUS.NS,Alps Industries Limited,BE,24-Apr-96,10,1,INE093B01015,10
AMARAJABAT,AMARAJABAT.NS,Amara Raja Batteries Limited,EQ,5-Sep-03,1,1,INE885A01032,1
AMBER,AMBER.NS,Amber Enterprises India Limited,EQ,30-Jan-18,10,1,INE371P01015,10
AMBICAAGAR,AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited,EQ,29-Jun-04,10,1,INE792B01012,10
AMBIKCO,AMBIKCO.NS,Ambika Cotton Mills Limited,EQ,29-Jan-08,10,1,INE540G01014,10
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Limited,EQ,18-Feb-98,2,1,INE079A01024,2
AMDIND,AMDIND.NS,AMD Industries Limited,EQ,19-Mar-07,10,1,INE005I01014,10
AMIORG,AMIORG.NS,Ami Organics Limited,EQ,14-Sep-21,10,1,INE00FF01017,10
AMJLAND,AMJLAND.NS,Amj Land Holdings Limited,EQ,8-Feb-95,2,1,INE606A01024,2
AMRUTANJAN,AMRUTANJAN.NS,Amrutanjan Health Care Limited,EQ,2-Jan-15,1,1,INE098F01031,1
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Limited,EQ,14-Dec-21,5,1,INE463V01026,5
ANANTRAJ,ANANTRAJ.NS,Anant Raj Limited,EQ,27-Sep-06,2,1,INE242C01024,2
ANDHRAPAP,ANDHRAPAP.NS,ANDHRA PAPER LIMITED,EQ,13-May-04,10,1,INE435A01028,10
ANDHRSUGAR,ANDHRSUGAR.NS,The Andhra Sugars Limited,EQ,1-Nov-95,2,1,INE715B01021,2
ANDREWYU,ANDREWYU.NS,Andrew Yule & Company Limited,EQ,5-Aug-21,2,1,INE449C01025,2
ANGELONE,ANGELONE.NS,Angel One Limited,EQ,5-Oct-20,10,1,INE732I01013,10
ANIKINDS,ANIKINDS.NS,Anik Industries Limited,EQ,21-May-08,10,1,INE087B01017,10
ANKITMETAL,ANKITMETAL.NS,Ankit Metal & Power Limited,EQ,14-Mar-13,10,1,INE106I01010,10
ANMOL,ANMOL.NS,Anmol India Limited,EQ,4-Jun-21,10,1,INE02AR01019,10
ANSALAPI,ANSALAPI.NS,Ansal Properties & Infrastructure Limited,BE,27-Jan-06,5,1,INE436A01026,5
ANTGRAPHIC,ANTGRAPHIC.NS,Antarctica Limited,EQ,31-Dec-97,1,1,INE414B01021,1
ANUP,ANUP.NS,The Anup Engineering Limited,EQ,1-Mar-19,10,1,INE294Z01018,10
ANURAS,ANURAS.NS,Anupam Rasayan India Limited,EQ,24-Mar-21,10,1,INE930P01018,10
APARINDS,APARINDS.NS,Apar Industries Limited,EQ,12-Jul-04,10,1,INE372A01015,10
APCL,APCL.NS,Anjani Portland Cement Limited,EQ,10-Apr-17,10,1,INE071F01012,10
APCOTEXIND,APCOTEXIND.NS,Apcotex Industries Limited,EQ,6-Sep-95,2,1,INE116A01032,2
APEX,APEX.NS,Apex Frozen Foods Limited,EQ,4-Sep-17,10,1,INE346W01013,10
APLAPOLLO,APLAPOLLO.NS,APL Apollo Tubes Limited,EQ,14-Dec-11,2,1,INE702C01027,2
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Limited,EQ,20-Sep-11,2,1,INE901L01018,2
APOLLO,APOLLO.NS,Apollo Micro Systems Limited,EQ,22-Jan-18,1,1,INE713T01028,1
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,EQ,10-Jan-96,5,1,INE437A01024,5
APOLLOPIPE,APOLLOPIPE.NS,Apollo Pipes Limited,EQ,11-Nov-19,10,1,INE126J01016,10
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Limited,EQ,31-May-95,1,1,INE438A01022,1
APOLSINHOT,APOLSINHOT.NS,Apollo Sindoori Hotels Limited,EQ,28-Jan-15,5,1,INE451F01024,5
APTECHT,APTECHT.NS,Aptech Limited,EQ,27-Sep-02,10,1,INE266F01018,10
APTUS,APTUS.NS,Aptus Value Housing Finance India Limited,EQ,24-Aug-21,2,1,INE852O01025,2
ARCHIDPLY,ARCHIDPLY.NS,Archidply Industries Limited,EQ,4-Jul-08,10,1,INE877I01016,10
ARCHIES,ARCHIES.NS,Archies Limited,EQ,2-Sep-98,2,1,INE731A01020,2
ARENTERP,ARENTERP.NS,Rajdarshan Industries Limited,EQ,18-Oct-95,10,1,INE610C01014,10
ARIES,ARIES.NS,Aries Agro Limited,EQ,11-Jan-08,10,1,INE298I01015,10
ARIHANTCAP,ARIHANTCAP.NS,Arihant Capital Markets Limited,EQ,15-Jun-21,1,1,INE420B01036,1
ARIHANTSUP,ARIHANTSUP.NS,Arihant Superstructures Limited,EQ,28-Mar-17,10,1,INE643K01018,10
ARMANFIN,ARMANFIN.NS,Arman Financial Services Limited,EQ,14-Jun-16,10,1,INE109C01017,10
AROGRANITE,AROGRANITE.NS,Aro Granite Industries Limited,EQ,24-Apr-07,10,1,INE210C01013,10
ARROWGREEN,ARROWGREEN.NS,Arrow Greentech Limited,EQ,21-May-15,10,1,INE570D01018,10
ARSHIYA,ARSHIYA.NS,Arshiya Limited,BE,14-Dec-09,2,1,INE968D01022,2
ARSSINFRA,ARSSINFRA.NS,ARSS Infrastructure Projects Limited,BE,3-Mar-10,10,1,INE267I01010,10
ARTEMISMED,ARTEMISMED.NS,Artemis Medicare Services Limited,EQ,23-Jan-20,1,1,INE025R01021,1
ARTNIRMAN,ARTNIRMAN.NS,Art Nirman Limited,EQ,18-Oct-21,10,1,INE738V01013,10
ARVEE,ARVEE.NS,Arvee Laboratories (India) Limited,EQ,22-Mar-21,10,1,INE006Z01016,10
ARVIND,ARVIND.NS,Arvind Limited,EQ,8-Feb-95,10,1,INE034A01011,10
ARVINDFASN,ARVINDFASN.NS,Arvind Fashions Limited,EQ,8-Mar-19,4,1,INE955V01021,4
ARVSMART,ARVSMART.NS,Arvind SmartSpaces Limited,EQ,26-Aug-15,10,1,INE034S01021,10
ASAHIINDIA,ASAHIINDIA.NS,Asahi India Glass Limited,EQ,18-Mar-98,1,1,INE439A01020,1
ASAHISONG,ASAHISONG.NS,Asahi Songwon Colors Limited,EQ,29-Aug-11,10,1,INE228I01012,10
ASAL,ASAL.NS,Automotive Stampings and Assemblies Limited,EQ,12-Mar-02,10,1,INE900C01027,10
ASALCBR,ASALCBR.NS,Associated Alcohols & Breweries Ltd.,EQ,12-Feb-20,10,1,INE073G01016,10
ASHAPURMIN,ASHAPURMIN.NS,Ashapura Minechem Limited,EQ,20-Sep-95,2,1,INE348A01023,2
ASHIANA,ASHIANA.NS,Ashiana Housing Limited,EQ,29-Jun-11,2,1,INE365D01021,2
ASHIMASYN,ASHIMASYN.NS,Ashima Limited,EQ,27-Jul-95,10,1,INE440A01010,10
ASHOKA,ASHOKA.NS,Ashoka Buildcon Limited,EQ,14-Oct-10,5,1,INE442H01029,5
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Limited,EQ,25-May-95,1,1,INE208A01029,1
ASIANENE,ASIANENE.NS,Asian Energy Services Limited,BE,9-Dec-21,10,1,INE276G01015,10
ASIANHOTNR,ASIANHOTNR.NS,Asian Hotels (North) Limited,BE,7-Apr-10,10,1,INE363A01022,10
ASIANPAINT,ASIANPAINT.NS,Asian Paints Limited,EQ,31-May-95,1,1,INE021A01026,1
ASIANTILES,ASIANTILES.NS,Asian Granito India Limited,EQ,23-Aug-07,10,1,INE022I01019,10
ASMS,ASMS.NS,Bartronics India Limited,BZ,9-Feb-23,1,1,INE855F01042,1
ASPINWALL,ASPINWALL.NS,Aspinwall and Company Limited,EQ,14-Jun-16,10,1,INE991I01015,10
ASTEC,ASTEC.NS,Astec LifeSciences Limited,EQ,25-Nov-09,10,1,INE563J01010,10
ASTERDM,ASTERDM.NS,Aster DM Healthcare Limited,EQ,26-Feb-18,10,1,INE914M01019,10
ASTRAL,ASTRAL.NS,Astral Limited,EQ,20-Mar-07,1,1,INE006I01046,1
ASTRAMICRO,ASTRAMICRO.NS,Astra Microwave Products Limited,EQ,1-Nov-04,2,1,INE386C01029,2
ASTRAZEN,ASTRAZEN.NS,AstraZeneca Pharma India Limited,EQ,4-May-01,2,1,INE203A01020,2
ASTRON,ASTRON.NS,Astron Paper & Board Mill Limited,EQ,29-Dec-17,10,1,INE646X01014,10
ATALREAL,ATALREAL.NS,Atal Realtech Limited,EQ,12-May-23,10,1,INE0ALR01011,10
ATAM,ATAM.NS,Atam Valves Limited,BE,10-May-23,10,1,INE09KD01013,10
ATFL,ATFL.NS,Agro Tech Foods Limited,EQ,6-Dec-02,10,1,INE209A01019,10
ATGL,ATGL.NS,Adani Total Gas Limited,EQ,5-Nov-18,1,1,INE399L01023,1
ATLANTA,ATLANTA.NS,Atlanta  Limited,EQ,25-Sep-06,2,1,INE285H01022,2
ATUL,ATUL.NS,Atul Limited,EQ,6-May-98,10,1,INE100A01010,10
ATULAUTO,ATULAUTO.NS,Atul Auto Limited,EQ,26-Jun-13,5,1,INE951D01028,5
AUBANK,AUBANK.NS,AU Small Finance Bank Limited,EQ,10-Jul-17,10,1,INE949L01017,10
AURIONPRO,AURIONPRO.NS,Aurionpro Solutions Limited,BE,25-Oct-05,10,1,INE132H01018,10
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Limited,EQ,19-Jul-00,1,1,INE406A01037,1
AURUM,AURUM.NS,Aurum PropTech Limited,EQ,19-Aug-15,5,1,INE898S01029,5
AUSOMENT,AUSOMENT.NS,Ausom Enterprise Limited,EQ,17-Apr-96,10,1,INE218C01016,10
AUTOAXLES,AUTOAXLES.NS,Automotive Axles Limited,EQ,29-May-03,10,1,INE449A01011,10
AUTOIND,AUTOIND.NS,Autoline Industries Limited,EQ,31-Jan-07,10,1,INE718H01014,10
AVADHSUGAR,AVADHSUGAR.NS,Avadh Sugar & Energy Limited,EQ,28-Jul-17,10,1,INE349W01017,10
AVALON,AVALON.NS,Avalon Technologies Limited,EQ,18-Apr-23,2,1,INE0LCL01028,2
AVANTIFEED,AVANTIFEED.NS,Avanti Feeds Limited,EQ,15-Apr-15,1,1,INE871C01038,1
AVG,AVG.NS,AVG Logistics Limited,EQ,12-May-23,10,1,INE680Z01018,10
AVONMORE,AVONMORE.NS,Avonmore Capital & Management Services Limited,EQ,4-Jan-23,10,1,INE323B01016,10
AVROIND,AVROIND.NS,AVRO INDIA LIMITED,EQ,7-Apr-22,10,1,INE652Z01017,10
AVTNPL,AVTNPL.NS,AVT Natural Products Limited,EQ,10-Jan-07,1,1,INE488D01021,1
AWHCL,AWHCL.NS,Antony Waste Handling Cell Limited,EQ,1-Jan-21,5,1,INE01BK01022,5
AWL,AWL.NS,Adani Wilmar Limited,EQ,8-Feb-22,1,1,INE699H01024,1
AXISBANK,AXISBANK.NS,Axis Bank Limited,EQ,16-Nov-98,2,1,INE238A01034,2
AXISCADES,AXISCADES.NS,AXISCADES Technologies Limited,EQ,21-Dec-00,5,1,INE555B01013,5
AXITA,AXITA.NS,Axita Cotton Limited,EQ,21-Jun-22,1,1,INE02EZ01022,1
AYMSYNTEX,AYMSYNTEX.NS,AYM Syntex Limited,EQ,14-Aug-15,10,1,INE193B01039,10
BAGFILMS,BAGFILMS.NS,B.A.G Films and Media Limited,EQ,17-Oct-03,2,1,INE116D01028,2
BAIDFIN,BAIDFIN.NS,Baid Finserv Limited,EQ,20-Jan-23,2,1,INE020D01022,2
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Limited,EQ,26-May-08,10,1,INE917I01010,10
BAJAJCON,BAJAJCON.NS,Bajaj Consumer Care Limited,EQ,18-Aug-10,1,1,INE933K01021,1
BAJAJELEC,BAJAJELEC.NS,Bajaj Electricals Limited,EQ,2-Nov-07,2,1,INE193E01025,2
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Limited,EQ,26-May-08,1,1,INE918I01026,1
BAJAJHCARE,BAJAJHCARE.NS,Bajaj Healthcare Limited,EQ,25-Nov-21,5,1,INE411U01027,5
BAJAJHIND,BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,EQ,10-May-95,1,1,INE306A01021,1
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,EQ,15-Mar-95,10,1,INE118A01012,10
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Limited,EQ,1-Apr-03,2,1,INE296A01024,2
BALAJITELE,BALAJITELE.NS,Balaji Telefilms Limited,EQ,22-Nov-00,2,1,INE794B01026,2
BALAMINES,BALAMINES.NS,Balaji Amines Limited,EQ,5-Apr-07,2,1,INE050E01027,2
BALAXI,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED,EQ,30-Nov-15,10,1,INE618N01014,10
BALKRISHNA,BALKRISHNA.NS,Balkrishna Paper Mills Limited,EQ,28-Jul-15,10,1,INE875R01011,10
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Limited,EQ,27-Jan-06,2,1,INE787D01026,2
BALLARPUR,BALLARPUR.NS,Ballarpur Industries Limited,BZ,31-Mar-08,2,1,INE294A01037,2
BALMLAWRIE,BALMLAWRIE.NS,Balmer Lawrie & Company Limited,EQ,6-Jul-95,10,1,INE164A01016,10
BALPHARMA,BALPHARMA.NS,Bal Pharma Limited,EQ,8-May-06,10,1,INE083D01012,10
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Limited,EQ,8-Feb-95,1,1,INE119A01028,1
BANARBEADS,BANARBEADS.NS,Banaras Beads Limited,EQ,7-Jul-95,10,1,INE655B01011,10
BANARISUG,BANARISUG.NS,Bannari Amman Sugars Limited,EQ,28-May-03,10,1,INE459A01010,10
BANCOINDIA,BANCOINDIA.NS,Banco Products (I) Limited,EQ,22-Dec-06,2,1,INE213C01025,2
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Limited,EQ,27-Mar-18,10,1,INE545U01014,10
BANG,BANG.NS,Bang Overseas Limited,EQ,20-Feb-08,10,1,INE863I01016,10
BANKA,BANKA.NS,Banka BioLoo Limited,EQ,29-Oct-20,10,1,INE862Y01015,10
BANKBARODA,BANKBARODA.NS,Bank of Baroda,EQ,19-Feb-97,2,1,INE028A01039,2
BANKINDIA,BANKINDIA.NS,Bank of India,EQ,30-Apr-97,10,1,INE084A01016,10
BANSWRAS,BANSWRAS.NS,Banswara Syntex Limited,EQ,11-Apr-07,5,1,INE629D01020,5
BARBEQUE,BARBEQUE.NS,Barbeque Nation Hospitality Limited,EQ,7-Apr-21,5,1,INE382M01027,5
BASF,BASF.NS,BASF India Limited,EQ,17-May-95,10,1,INE373A01013,10
BASML,BASML.NS,Bannari Amman Spinning Mills Limited,EQ,14-Nov-05,5,1,INE186H01022,5
BATAINDIA,BATAINDIA.NS,Bata India Limited,EQ,18-Jun-03,5,1,INE176A01028,5
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Limited,EQ,8-Jan-10,10,1,INE462A01022,10
BBL,BBL.NS,Bharat Bijlee Limited,EQ,21-Nov-06,10,1,INE464A01028,10
BBOX,BBOX.NS,Black Box Limited,EQ,22-Jul-03,2,1,INE676A01027,2
BBTC,BBTC.NS,Bombay Burmah Trading Corporation Limited,EQ,3-Apr-96,2,1,INE050A01025,2
BBTCL,BBTCL.NS,B&B Triplewall Containers Limited,EQ,23-Nov-22,10,1,INE01EE01011,10
BCG,BCG.NS,Brightcom Group Limited,EQ,8-May-15,2,1,INE425B01027,2
BCLIND,BCLIND.NS,Bcl Industries Limited,EQ,4-Mar-21,10,1,INE412G01016,10
BCONCEPTS,BCONCEPTS.NS,Brand Concepts Limited,BE,11-Jan-22,10,1,INE977Y01011,10
BDL,BDL.NS,Bharat Dynamics Limited,EQ,23-Mar-18,10,1,INE171Z01018,10
BEARDSELL,BEARDSELL.NS,Beardsell Limited,BE,13-Jan-15,2,1,INE520H01022,2
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,EQ,24-Dec-20,10,1,INE495P01012,10
BEDMUTHA,BEDMUTHA.NS,Bedmutha Industries Limited,EQ,14-Oct-10,10,1,INE844K01012,10
BEL,BEL.NS,Bharat Electronics Limited,EQ,19-Jul-00,1,1,INE263A01024,1
BEML,BEML.NS,BEML Limited,EQ,5-Nov-03,10,1,INE258A01016,10
BEPL,BEPL.NS,Bhansali Engineering Polymers Limited,EQ,21-Mar-05,1,1,INE922A01025,1
BERGEPAINT,BERGEPAINT.NS,Berger Paints (I) Limited,EQ,24-Nov-99,1,1,INE463A01038,1
BESTAGRO,BESTAGRO.NS,Best Agrolife Limited,EQ,22-Feb-21,10,1,INE052T01013,10
BFINVEST,BFINVEST.NS,BF Investment Limited,EQ,14-Jan-11,5,1,INE878K01010,5
BFUTILITIE,BFUTILITIE.NS,BF Utilities Limited,EQ,3-May-07,5,1,INE243D01012,5
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited,EQ,3-Jan-08,10,1,INE661I01014,10
BHAGCHEM,BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,EQ,18-Oct-21,10,1,INE414D01019,10
BHAGERIA,BHAGERIA.NS,Bhageria Industries Limited,EQ,2-Mar-16,5,1,INE354C01027,5
BHAGYANGR,BHAGYANGR.NS,Bhagyanagar India Limited,EQ,17-May-17,2,1,INE458B01036,2
BHANDARI,BHANDARI.NS,Bhandari Hosiery Exports Limited,EQ,30-Jan-17,1,1,INE474E01029,1
BHARATFORG,BHARATFORG.NS,Bharat Forge Limited,EQ,4-Apr-03,2,1,INE465A01025,2
BHARATGEAR,BHARATGEAR.NS,Bharat Gears Limited,EQ,3-Apr-96,10,1,INE561C01019,10
BHARATRAS,BHARATRAS.NS,Bharat Rasayan Limited,EQ,11-Oct-95,10,1,INE838B01013,10
BHARATWIRE,BHARATWIRE.NS,Bharat Wire Ropes Limited,EQ,1-Apr-16,10,1,INE316L01019,10
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Limited,EQ,15-Feb-02,5,1,INE397D01024,5
BHEL,BHEL.NS,Bharat Heavy Electricals Limited,EQ,11-Nov-03,2,1,INE257A01026,2
BIGBLOC,BIGBLOC.NS,Bigbloc Construction Limited,EQ,2-Sep-16,2,1,INE412U01025,2
BIKAJI,BIKAJI.NS,Bikaji Foods International Limited,EQ,16-Nov-22,1,1,INE00E101023,1
